spectrum_id,B0_G,dB_G,p,g_factor,mwFreq_GHz,rmsd,status
1,3303.43667498129,5,5,2.03590995735092,9.413174,4135.66388600158,OK
10,3354.49738504468,44.2664589594182,1.15133392453723,2.00488571096388,9.413012,3086.04125304806,OK
11,3353.32191289097,37.4643960467785,1.16443261513093,2.00555995203539,9.412878,2952.26721340769,OK
12,3361.20389773977,49.6706237385021,1.08121880105662,2.00085311060924,9.41286,2940.31447626245,OK
13,3360.33078454822,41.8385252310196,1.12801135132356,2.00124797011806,9.412272,3071.01319624132,OK
14,3352.56199885963,31.8266170296908,1.16763365302574,2.00588603796794,9.412275,3127.67511141879,OK
15,3351.71987937557,26.1791570269196,1.17512360305539,2.00623802841072,9.411562,2814.83532466616,OK
16,3358.63288329869,33.5076079161544,1.23083997702306,2.00210288690161,9.411535,3063.21513138502,OK
17,3358.51060124037,31.2202819037225,1.3078256876303,2.00220556577687,9.411675,3051.85110905807,OK
18,3351.77735737474,24.182867432656,1.21740028471655,2.00621662739815,9.411623,3029.40867079237,OK
19,3350.94913922703,22.0954788651364,1.22349520426012,2.00660949891127,9.41114,3725.69363752883,OK
2,3337.32506244353,5,5,2.01522889531285,9.413138,4959.7661278699,OK
20,3357.57690812078,28.9636730067723,1.27679516914788,2.00265084505713,9.411151,3015.40034716779,OK
21,3357.68845767063,27.1001938971174,1.31328168229257,2.00246281052819,9.41058,2953.76355989528,OK
22,3350.81881544118,20.9465016807958,1.23366518670528,2.00655512966659,9.410519,4553.47451459906,OK
23,3350.61680707163,19.6969740989325,1.24346071698176,2.0065302501944,9.409835,4625.89686996496,OK
24,3357.35437764486,25.3651850278336,1.31203340303083,2.00249160893868,9.409779,3891.70716217845,OK
25,3357.39609849239,23.7779652950799,1.32094582840929,2.00230307630472,9.40901,4692.69167478466,OK
26,3350.4725920486,18.7428621626116,1.21881477964538,2.00644175532895,9.409015,5072.85003414182,OK
27,3350.57721435328,17.8251726548993,1.19583472599467,2.00638507458928,9.409043,6164.95881152357,OK
28,3357.39956415156,22.6586720902278,1.24392710666654,2.0022971789154,9.408992,4251.24113464217,OK
29,3357.49759783042,21.2947170417597,1.23367909237164,2.00217466200239,9.408691,3988.05527701114,OK
3,3353.13130096822,49.4596396823353,1.06421833343036,2.00603150429237,9.414556,2427.00547311823,OK
30,3350.3610216605,16.8968895700082,1.18132187611744,2.00632474704587,9.408153,6513.5217272651,OK
31,3350.38325110543,15.9858685863362,1.15168493787159,2.00628008718316,9.408006,5996.31078357803,OK
32,3357.32816700912,20.1799627844068,1.20153021807056,2.00215738060877,9.408135,4955.61125608725,OK
33,3357.37834151611,18.9540172416236,1.18541841966045,2.00209149469743,9.407966,5295.42450949308,OK
34,3350.49275411006,15.1198150554111,1.10381359944287,2.00618103708334,9.407849,11173.6158890193,OK
35,3349.86844034619,14.0786397261775,1.08314077578596,2.00613411662028,9.405876,12926.6148116939,OK
36,3356.63429105283,17.5597111059663,1.15361046911561,2.00208467493542,9.405849,6726.71110819052,OK
37,3356.67062114277,15.6155866493873,1.13289764499162,2.0019344426687,9.405245,11298.3556785399,OK
38,3349.81058103585,12.621723673737,1.00563169339521,2.00601711900195,9.405165,30089.807178512,OK
