spectrum_id,B0_G,dB_G,p,g_factor,mwFreq_GHz,run_name,status
022704,3393.84,307.96,1.6099,2.07571,9.859842,20260412_125230,OK
042312,3992.98,838.72,1.3064,1.76230,9.848925,20260412_125230,OK
