spectrum_id,B0_G,dB_G,p,g_factor,mwFreq_GHz,rmsd,status
1,3435.902344,42.7529343036294,0.2,1.95741873508632,9.413174,3537.69899499228,OK
10,3337.42089130275,37.870863923428,0.95536840878265,2.01514405697766,9.413012,2299.33023341343,OK
11,3336.78613170365,33.1355599403654,0.990830419237342,2.01549870723753,9.412878,2170.37097192172,OK
12,3342.25287786398,43.0081007246297,1.00518648300518,2.01219821478099,9.41286,2484.71161331942,OK
13,3341.83534958285,37.5359247094523,1.06916928280841,2.0123239052881,9.412272,2492.81392790925,OK
14,3384.8975051109,29.1943663109255,1.0429728796571,1.98672405731059,9.412275,2258.14279439491,OK
15,3385.96866109851,24.680743846235,1.03417669220529,1.9859451033436,9.411562,2121.8044239935,OK
16,3341.36597564365,31.6624291594747,1.17571134546988,2.01244899263083,9.411535,2570.21613248318,OK
17,3341.31561766215,29.8058068806327,1.23772589715379,2.01250925922078,9.411675,2735.49167949905,OK
18,3335.69921097041,23.092860084843,1.14195939642937,2.01588663737628,9.411623,2371.15004031821,OK
19,3389.49475288557,21.8061021388096,0.2,1.9837901703247,9.41114,8852.25599229056,OK
2,3435.902344,49.657447914802,0.2,1.95741124908059,9.413138,4284.35375033784,OK
20,3341.50858852055,27.7098090603041,1.2429947628885,2.01228099652123,9.411151,2893.84116880393,OK
21,3391.33731496049,26.8384322031394,1.28444857242011,1.98259436953222,9.41058,3187.82236226594,OK
22,3334.82254935751,20.5651073284344,1.22187875084778,2.01618004652217,9.410519,3024.99309279075,OK
23,3334.47399451299,19.4148035882251,1.23155497992594,2.0162442386002,9.409835,3379.39736412634,OK
24,3340.82486487315,24.9427569230824,1.29662677085835,2.01239940475678,9.409779,3513.25129763349,OK
25,3391.12642481752,23.7719247399364,1.29281853115148,1.98238688100416,9.40901,3941.79485266825,OK
26,3381.96617079616,18.8280907140023,1.21851436262442,1.98775734861622,9.409015,3645.77860398729,OK
27,3383.07182787181,16.7658079314564,1.45947743183383,1.98711362222726,9.409043,11014.2598759918,OK
28,3391.17867640008,22.6472913239029,1.23520678361488,1.98235254384437,9.408992,4035.55677597879,OK
29,3340.85972189702,20.9805768204435,1.21093637598796,2.0121457282537,9.408691,4519.81184541369,OK
3,3340.64236088484,55.5785057264526,0.668854579142298,2.01353102221617,9.414556,2260.01278086675,OK
30,3333.98046358828,16.9170292091783,1.1630424711788,2.01618224902875,9.408153,4385.84874248141,OK
31,3335.2277677061,17.743044138872,0.933243022049107,2.01539674927446,9.408006,16068.3744623305,OK
32,3340.70292229244,19.9416984074096,1.18604234020958,2.01212125862731,9.408135,5031.84354217821,OK
33,3340.73764671267,18.6764070661861,1.17025164742134,2.0120642004454,9.407966,5872.30810369363,OK
34,3384.29085448954,15.5675849443457,1.10796908973102,1.98614578864103,9.407849,5924.06991081313,OK
35,3333.36367030397,14.4163599178445,1.09762822343086,2.01606726089843,9.405876,7292.33368889548,OK
36,3343.15496000473,17.42801593819,0.2,2.01015691880166,9.405849,34739.783468403,OK
37,3339.95892626559,15.6672816488139,1.09615112037248,2.0119512477578,9.405245,8496.07862920393,OK
38,3333.17780121861,13.1191065548293,1.0635956150125,2.01602727838732,9.405165,11143.2485138499,OK
39,3333.23219435981,11.4240886285705,0.948184412172515,2.01581454056644,9.404326,25720.8083835288,OK
4,3394.54437851237,73.545204734201,0.2,1.98155834545203,9.414557,2445.34798951027,OK
40,3340.55872099528,13.4629200474459,1.00305782712513,2.01136863808822,9.40421,13158.6772096973,OK
41,3339.46217140375,12.3918224466527,0.935183578726215,2.01179310672061,9.403107,19809.5983882133,OK
42,3391.17206122457,11.3587780209194,0.290874481338148,1.98111609388631,9.403105,66507.3243379469,OK
43,3330.27326839021,9.26001678102234,0.2,2.01732817814912,9.403033,78224.1277869923,OK
44,3383.17225888329,10.8278700935067,0.898295826454101,1.98578033978722,9.403009,50926.9996187144,OK
45,3338.00355288384,9.8900519902394,0.2,2.0124264849216,9.401959,237627.800421155,OK
46,3383.82052934393,8.44623992518774,0.2,1.98516637853622,9.401903,128912.342733496,OK
47,3339.15221305834,10.014341324078,0.89341856823533,2.01173464308414,9.401961,23627.7842620527,OK
48,3390.73987568056,11.4784151103053,0.2,1.98111806872578,9.401916,190125.381958336,OK
49,3388.49256641784,10.8622452651284,1.07851085759342,1.98218781290947,9.400758,199407.017948722,OK
5,3396.5984834213,66.4833601622626,0.39359035563971,1.98032254860597,9.414379,2393.10705347105,OK
50,3338.79797996652,9.47846782973437,0.869905174694365,2.01171226046074,9.400859,30357.5117565833,OK
51,3332.57999740817,7.88775244003818,0.767647139211224,2.0154756082921,9.400905,24764.6038339581,OK
52,3383.53218462417,9.63680072372637,0.2,1.98510918756945,9.400831,308955.910221038,OK
53,3343.92867860681,9.12349747915493,0.2,2.00864976888181,9.400972,434855.141719798,OK
54,3347.17467498016,7.47489641637276,0.2,2.00670076923723,9.400967,192551.540568603,OK
55,3363.25889181844,8.68384819970819,0.2,1.99709832641935,9.40094,178636.736007422,OK
56,3339.68025728922,10.151475506689,0.2,2.01119171668757,9.40091,325027.042329507,OK
57,3338.73803264505,9.69458218521467,0.675708166792751,2.01161591725703,9.40024,206227.478320512,OK
58,3388.96952681521,8.25253447311449,0.729276645876084,1.981797526388,9.40023,54469.8355297943,OK
59,3351.65378819958,7.15744256520183,0.684953562477621,2.00386406068151,9.40024,39295.7851159209,OK
6,3344.1340173622,51.6584203275223,0.2,2.01138144983264,9.414335,2414.43915369897,OK
60,3338.25347495184,8.82336761270302,0.684562092927825,2.01190683931823,9.400235,405042.287018957,OK
61,3332.87182787355,8.46101575928685,0.2,2.01506224866465,9.3998,822224.607321061,OK
62,3332.48427151377,6.67234316978084,0.602008068438466,2.01530002377861,9.399816,61729.8514038939,OK
63,3389.26554518992,7.59308170434312,0.2,1.98156667540674,9.399956,273136.246809771,OK
64,3389.37699938519,9.35141404691688,0.2,1.98150341197424,9.399965,577993.905564191,OK
65,3386.7241649496,8.91404214575278,0.2,1.98294561911837,9.399444,843717.21509106,OK
66,3369.20339290897,7.11456426752203,0.2,1.99325408152733,9.399428,300134.087513394,OK
67,3382.64005516339,6.40527802186556,0.4844269005116,1.98529795367463,9.399246,124403.974449366,OK
68,3332.33536598955,8.18775578136889,0.54253487451702,2.01526293394556,9.399223,1088093.11337963,OK
69,3382.89226976114,7.95676128881871,0.396246185752806,1.98524181133779,9.399681,2058970.0407908,OK
7,3337.76556952387,42.7470821736242,0.935170719223742,2.01504149167524,9.413505,2338.43921774871,OK
70,3344.64512957398,5.97448612454689,0.437096892149811,2.00794072743787,9.399667,263165.004250415,OK
71,3337.7639897555,6.14586057852105,1.02210446358526,2.0121263240127,9.399882,1395405.78055354,OK
72,3388.93855613538,8.41400065537794,0.483905203865552,1.98178169451737,9.400069,1393131.54933734,OK
73,3388.02582081914,8.09964834168023,0.722197270902936,1.9820665342564,9.398888,3702961.86894451,OK
74,3338.15042695861,5.94226439378528,0.388683550006062,2.0116832111993,9.3989,340747.473283858,OK
75,3338.21890147256,5.68730831535218,0.310142906291827,2.01173376562916,9.399329,600105.611434295,OK
76,3338.85542377614,7.6627651292847,0.2,2.01134489723575,9.399304,3565512.36932613,OK
77,3382.92559062234,7.58862793887237,0.241607683789831,1.98514474649089,9.399314,5689925.88498441,OK
78,3382.90635231829,5.56145655591209,0.265560662564468,1.98515519103329,9.39931,987177.997361334,OK
79,3338.23165040325,5.78162256261607,0.435700666108976,2.01170617801464,9.399236,600488.144267458,OK
8,3382.63355829831,52.2772485492929,4.71153103557333,1.98823433492233,9.41313,2813.14770649377,OK
80,3338.2895254975,7.79842967422116,0.362950915484861,2.01166488081614,9.399206,3838244.34984445,OK
9,3337.65086352453,46.9815393273712,1.28852543414145,2.01498144735667,9.412901,2560.60705616221,OK
