spectrum_id,B0_matlab,B0_easyspin,B0_cnn,dB_matlab,dB_easyspin,dB_cnn,p_matlab,p_easyspin,p_cnn
1,3338.96,3355.28,3352.89,30.21,30.97,29.95,1.2004,1.2984,1.3294
2,3381.89,3347.99,3348.50,24.23,24.38,24.28,1.2284,1.2849,1.2864
3,3334.73,3350.45,3353.21,24.47,26.91,25.76,0.9996,1.1155,1.0122
4,3338.51,3355.13,3354.73,25.14,25.42,25.06,1.1978,1.2514,1.2745
5,3337.93,3354.75,3354.67,21.06,20.88,21.08,1.0367,1.0998,1.0689
6,3331.05,3347.74,3348.47,16.88,16.47,17.17,1.0200,1.0683,1.0206
