spectrum_id,B0_G,dB_G,p,g_factor,mwFreq_GHz,rmsd,status
1,3357.36951296433,34.5556432582786,1.12683686419185,2.00270347693144,9.410817,3652.08263617389,OK
10,3355.89685916714,26.1843655613002,1.22806547915066,2.00291912477858,9.407702,3727.1875731205,OK
11,3349.61043305786,20.3775719988626,1.14959078856903,2.00672441644475,9.407919,4026.53087606848,OK
12,3349.31596588287,18.6780756028268,1.15561673681509,2.00673978796262,9.407164,4568.54809925866,OK
13,3355.89365075847,24.1917597597686,1.24960736499996,2.00281224661723,9.407191,4297.85178930172,OK
14,3356.00831083978,22.7337015275523,1.25533170684691,2.00255902645904,9.406323,5301.32734141166,OK
15,3349.27070155698,17.6206634614364,1.13550989632314,2.00664488750544,9.406592,5006.28284332856,OK
16,3348.96886984393,16.1358833389284,1.17775069873642,2.00653004721908,9.405206,4118.16864596545,OK
17,3355.71729228526,21.17517752142,1.26806413073831,2.00249827708357,9.405222,6324.7892480247,OK
18,3355.89892323929,19.4785379083226,1.21181600836925,2.00232666421357,9.404925,6979.74404316429,OK
19,3349.05214422035,15.1967808876176,1.08915075598944,2.0064652211299,9.405136,5220.16507248562,OK
2,3350.70773023028,27.3441875884168,1.12434814315623,2.00658092523957,9.410328,3651.83749645662,OK
20,3348.55191693647,13.7931442674951,1.05452196159942,2.00641311367937,9.403487,8415.8561951844,OK
21,3355.74702638163,17.5472967495428,1.15155841513181,2.00226570588039,9.404213,6022.66885688998,OK
22,3355.49081280541,15.4488840489589,1.12893740348383,2.00213774010956,9.402894,16125.9139008098,OK
23,3348.17334115778,12.2525874925437,0.996201708893055,2.00630687075192,9.401926,17624.7021916828,OK
24,3348.37962559294,9.53640296572813,0.715938642542863,2.00609428824504,9.401509,139013.944235265,OK
25,3355.0737735156,13.4837486633095,1.05748313355435,2.00208314812867,9.401469,22326.4315468288,OK
26,3355.04023668445,11.7701023919332,0.992219348462213,2.00194386946112,9.400721,40384.2344989461,OK
27,3348.29654616651,8.36940858374444,0.641998517678932,2.00596994192461,9.400693,296624.753849807,OK
28,3348.01309248207,8.43760522023869,0.766081635868532,2.00597395943264,9.399916,267930.740457052,OK
29,3354.95912718509,9.31414162293897,0.794750907564692,2.00180273266658,9.399831,291771.065025224,OK
3,3350.45137551228,26.9135597371373,1.11546893477556,2.00672699206016,9.410293,3466.44346455736,OK
30,3354.20555444256,8.35551218652983,0.770697657380562,2.00172782558795,9.397368,543554.257207621,OK
31,3347.36031902974,7.10188637579629,0.689089618267068,2.00581104399979,9.39732,916480.683544409,OK
32,3347.52921995651,6.48544804282028,0.646081660955954,2.0056571217437,9.397073,2161362.08809463,OK
33,3354.38049271214,7.3087709659161,0.603206988320561,2.00162470909933,9.397374,1435086.1467358,OK
34,3354.40801249064,6.45989267111819,0.490187487599139,2.0015705872516,9.397197,3973257.03977503,OK
35,3347.80457056345,5.92285683385955,0.589796993088737,2.00553313623447,9.397265,6067567.01792233,OK
36,3347.40879543234,5.49519128166647,0.615549773465699,2.00541508965111,9.395601,16914291.7004003,OK
37,3353.77101148132,5.75505735519089,0.464585065782118,2.00158007266196,9.395457,13235178.5700454,OK
38,3353.78507755743,5.63485964487288,0.358533333751288,2.0015554871103,9.395381,17506392.923467,OK
39,3347.45630515383,5.40117565946111,0.563941741111107,2.00536464302415,9.395498,21445699.6841409,OK
4,3350.20690298622,24.8179665630454,1.11840787310769,2.00674504296076,9.409691,3536.34022761498,OK
40,3314.51006978486,5,5,2.02879436160127,9.411718,4602.49669201718,OK
41,3336.27796432611,5,5,2.01550866762081,9.411491,3659.90490662142,OK
42,3353.85024844812,28.2457665112555,1.07165794564682,2.00524358800278,9.412876,2584.16043717194,OK
43,3351.56986174667,43.2122535635209,1.07488544961957,2.0066337373247,9.412997,2509.33179748854,OK
44,3310.64924637457,5,5,2.03100708101123,9.411008,6479.69595305596,OK
45,3352.59019063166,31.8833860310623,1.15188973028561,2.00558679710807,9.41095,2753.29006539046,OK
46,3352.13899001105,51.4816239440555,1.38036652735078,2.00586932601695,9.411009,2809.40595426188,OK
47,3352.24639564438,38.6527434970283,1.06234126943312,2.00581656739854,9.411063,2690.35157310113,OK
48,3351.29785046537,41.7679816028594,1.17643564627514,2.0062284450511,9.410332,2768.887358343,OK
49,3354.60102249666,45.491122109255,1.32376476778363,2.00423827794017,9.410263,3056.50016541249,OK
5,3356.53059217231,32.0709881295577,1.19655159353109,2.00290516834114,9.409413,3492.79534768015,OK
50,3356.06734031495,49.2288568676726,1.18403505742281,2.00321719046427,9.40958,3296.22151886499,OK
51,3350.56693011419,38.4039202245663,1.17770356815548,2.00646224215732,9.409376,3182.56051012886,OK
52,3350.96298950118,31.4665939739406,1.12850770676171,2.00639822396385,9.410188,3095.59319871446,OK
53,3357.14817513426,40.5629029948128,1.19150673951317,2.00265482932333,9.409968,3324.82074222545,OK
6,3356.2460435198,30.0573147972841,1.19085193480773,2.00282548303659,9.408241,3832.39138012336,OK
7,3349.74321615211,23.4137066614541,1.11320155568857,2.00678820333482,9.408591,3280.20267287077,OK
8,3349.901410977,21.3550639114507,1.1282802324756,2.00678386735295,9.409015,3587.61172575737,OK
9,3355.70253387776,27.6385110368791,1.21515983272369,2.00299487094997,9.407513,3714.04605184352,OK
